Inst,template,inst_short,Source,nda_structure,nda_element,hcp_variable,action_requested,hcp_variable_upload,specialty_code,requested_python,description,valueRange,notes
NIH Toolbox Anger FF Ages 8-17 v2.0,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,prang01,pedrepang18,pedrepang18,,pedrepang18,,,"In the past 7 days, I felt upset",1::5,1 = Never; 2 = Almost never; 3 = Sometimes; 4 = Often; 5 = Almost Always
NIH Toolbox Anger FF Ages 8-17 v2.0,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,prang01,anger_rs,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",Anger raw score,,
NIH Toolbox Anger FF Ages 8-17 v2.0,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,prang01,anger_se,SE,,SE,,,Anger standard error,,
NIH Toolbox Anger FF Ages 8-17 v2.0,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,prang01,anger_theta,Theta,,Theta,,,Anger theta,,
NIH Toolbox Anger FF Ages 8-17 v2.0,Anger_8-17.prang01_template,Anger_8-17,HCPD HCPA,prang01,anger_ts,TScore,,TScore,,,Anger T score,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,Fully_Corrected_T_score,Fully_Corrected_T_score,,Fully_Corrected_T_score,,"studydata['Fully_Corrected_T_score']=studydata.Fully_Corrected_T_score.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang20,pedproxang20,,pedproxang20,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child feels angry.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang21,pedproxang21,,pedproxang21,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child feels like yelling at someone.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang23,pedproxang23,,pedproxang23,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child gets very impatient if he/she has to wait for something.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang24,pedproxang24,,pedproxang24,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child loses his/her temper easily.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang25,pedproxang25,,pedproxang25,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child feels like breaking things.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang26,pedproxang26,,pedproxang26,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child feels grouchy or irritable.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang27,pedproxang27,,pedproxang27,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child gets in a bad mood when things don't go his/her way.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang29,pedproxang29,,pedproxang29,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child has a bad temper.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang30,pedproxang30,,pedproxang30,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child gets very angry if his/her parent or teacher criticizes him/her.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,pedproxang31,pedproxang31,,pedproxang31,,,"Choose the answer that best describes your child, or shows how your child usually feels. My child gets in a bad mood easily.",1::4,1=Almost never; 2=Sometimes; 3=Often; 4=Almost always
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,anger_rs,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",Anger raw score,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,anger_se,SE,,SE,,,Anger standard error,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,anger_theta,Theta,,Theta,,,Anger theta,,
NIH Toolbox Anger Parent Report CAT Ages 8-12 v2.0,Anger_Parent_8-12.prang01_template,Anger_Parent_8_12,HCPD,prang01,anger_ts,TScore,,TScore,,,Anger T score,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,Fully_Corrected_T_score,Fully_Corrected_T_score,,Fully_Corrected_T_score,,,,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang01,pedproxang01,,pedproxang01,,,Please indicate how often or true the behavior is of your child. Has temper tantrums or hot temper.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang02,pedproxang02,,pedproxang02,,,Please indicate how often or true the behavior is of your child. Argues a lot with adults.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang03,pedproxang03,,pedproxang03,,,Please indicate how often or true the behavior is of your child. Argues a lot with peers.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang05,pedproxang05,,pedproxang05,,,Please indicate how often or true the behavior is of your child. Blames others for his/her own mistakes.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang06,pedproxang06,,pedproxang06,,,Please indicate how often or true the behavior is of your child. Is easily annoyed by others.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang07,pedproxang07,,pedproxang07,,,Please indicate how often or true the behavior is of your child. Is angry and resentful.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang08,pedproxang08,,pedproxang08,,,Please indicate how often or true the behavior is of your child. Gets back at people.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang09m,pedproxang09m,,pedproxang09m,,,Please indicate how often or true the behavior is of your child. Swears or uses curse words.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,pedproxang11,pedproxang11,,pedproxang11,,,Please indicate how often or true the behavior is of your child. Does things that annoy others.,0::2,0=Never or not true; 1=Sometimes or somewhat true; 2=Often or very true
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,anger_rs,RawScore,,RawScore,,,Anger raw score,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,anger_se,SE,,SE,,,Anger standard error,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,anger_theta,Theta,,Theta,,,Anger theta,,
NIH Toolbox Anger Parent Report FF Ages 3-7 v2.0,Anger_Parent_3-7.prang01_template,Anger_Parent_3-7,HCPD,prang01,anger_ts,TScore,,TScore,,,Anger T score,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,Anger-Affect_18+.prang01_template,Anger-Affect_18+,HCPD,prang01,anger30,anger30,,anger30,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger30,anger30,,anger30,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger31,anger31,,anger31,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger32,anger32,,anger32,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger33,anger33,,anger33,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger36,anger36,,anger36,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger37,anger37,,anger37,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger38,anger38,,anger38,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger39,anger39,,anger39,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger40,anger40,,anger40,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger41,anger41,,anger41,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger42,anger42,,anger42,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger43,anger43,,anger43,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPA,prang01,anger44,anger44,,anger44,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPA,prang01,anger46,anger46,,anger46,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger48,anger48,,anger48,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger49,anger49,,anger49,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger50,anger50,,anger50,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger51,anger51,,anger51,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPA,prang01,anger52,anger52,,anger52,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger55,anger55,,anger55,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger57,anger57,,anger57,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger58,anger58,,anger58,,,,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger_rs,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",Anger raw score,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger_se,SE,,SE,,,Anger standard error,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger_theta,Theta,,Theta,,,Anger theta,,
NIH Toolbox Anger-Affect CAT Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Affect,HCPD HCPA,prang01,anger_ts,TScore,,TScore,,,Anger T score,,
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger22,anger22,,anger22,,,How true of you is this statement? I am sometimes eaten up with jealousy.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger23,anger23,,anger23,,,How true of you is this statement? At times I feel I have gotten a raw deal out of life.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger24,anger24,,anger24,,,How true of you is this statement? Other people always seem to get the breaks.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger25,anger25,,anger25,,,How true of you is this statement? I wonder why sometimes I feel so bitter about things.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger28,anger28,,anger28,,,How true of you is this statement? I sometimes feel that people are laughing at me behind my back.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,interview_language,Language,,Language,,,Language Used in the Interview,,
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger_rs,RawScore,,RawScore,,"studydata['RawScore']=studydata.RawScore.round().fillna(-99).astype(int).astype(str).str.replace('-99','')",Anger raw score,,
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger_se,SE,,SE,,,Anger standard error,,
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger_theta,Theta,,Theta,,,Anger theta,,
NIH Toolbox Anger-Hostility FF Age 18+ v2.0,NegativeAffect_prang01_template.csv,Anger-Hostility,HCPD HCPA,prang01,anger_ts,TScore,,TScore,,,Anger T score,,
NIH Toolbox Anger-Physical Aggression FF Age 18+ v2.0,Anger-PhysicalAggression_prang01_template.csv,Anger-PhysicalAggression,HCPD HCPA,prang01,anger02m,anger02m,,anger02m,,,"If I am provoked enough, I may hit another person. ",1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Physical Aggression FF Age 18+ v2.0,Anger-PhysicalAggression_prang01_template.csv,Anger-PhysicalAggression,HCPD HCPA,prang01,anger04,anger04,,anger04,,,I get into fights a little more than the average person.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Physical Aggression FF Age 18+ v2.0,Anger-PhysicalAggression_prang01_template.csv,Anger-PhysicalAggression,HCPD HCPA,prang01,anger06,anger06,,anger06,,,There are people who pushed me so far that we came to blows.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Physical Aggression FF Age 18+ v2.0,Anger-PhysicalAggression_prang01_template.csv,Anger-PhysicalAggression,HCPD HCPA,prang01,anger08,anger08,,anger08,,,I have threatened people I know.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Physical Aggression FF Age 18+ v2.0,Anger-PhysicalAggression_prang01_template.csv,Anger-PhysicalAggression,HCPD HCPA,prang01,anger09,anger09,,anger09,,,I have become so mad that I have broken things.,1::7,1=Extremely untrue of me; 7=Extremely true of me
NIH Toolbox Anger-Physical Aggression FF Age 18+ v2.0,Anger-PhysicalAggression_prang01_template.csv,Anger-PhysicalAggression,HCPD HCPA,prang01,version_form,Assessment_Name,,Assessment_Name,,,Form used/assessment name,,
NIH Toolbox Anger-Physical Aggression FF Age 18+ v2.0,Anger-PhysicalAggression_prang01_template.csv,Anger-PhysicalAggression,HCPD HCPA,prang01,wcst_ni,ItmCnt,,ItmCnt,,studydata['ItmCnt']=studydata.ItmCnt.astype(int),Number of Items,,
