Inst,template,inst_short,nda_structure,nda_element,hcp_variable,action_request,hcp_variable_upload,specialty_code,requested_python,request_file
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,quesmoth_momvit,devhx_10,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_caffeine_11,devhx_caffeine_11,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_caffeine_amt,devhx_caffeine_amt,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10a_p,devhx_10a_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10b_p,devhx_10b_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,preg4_2,devhx_10c_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10d_p,devhx_10d_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10e_p,devhx_10e_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10f_p,devhx_10f_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,quesmoth_probanemia,devhx_10g_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10_p,devhx_10_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10i_p,devhx_10i_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10j_p,devhx_10j_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10k_p,devhx_10k_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10l_p,devhx_10l_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_10m_p,devhx_10m_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_11_p,devhx_11_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,ph_11,devhx_12a_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_12_p,devhx_12_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,fs_v1_q39_c_section_birth,devhx_13_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,neo_cyanosis,devhx_14a_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_14b_p,devhx_14b_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_14c_p,devhx_14c_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_14d_p,devhx_14d_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_14e_p,devhx_14e_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_14f_p,devhx_14f_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_14g_p,devhx_14g_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_14h_p,devhx_14h_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_15,devhx_15,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_16_p,devhx_16_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_17_p,devhx_17_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_18_p,devhx_18_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_19a_p,devhx_19a_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_19b_p,devhx_19b_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_19c_p,devhx_19c_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_19d_p,devhx_19d_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_20_p,devhx_20_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_21_p,devhx_21_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_22_p,devhx_22_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_DevelopmentalHx,DevelopmentalHx.mab01_template.csv,DevelopmentalHx.mab01,mab01,devhis_23_p,devhx_23_p,,,,,2846.FormRequests42.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,respond,"Column to specify respondent, with 1 meaning ""Parent"".",,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,src_subject_id,child_id,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_1,pds_p_1,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_2,pds_p_2,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_3,pds_p_3,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_4,pds_p_b4,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_5,pds_p_b5,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_6,pds_p_g4,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_8_pv,pds_p_g5a,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyg_15,pds_p_mss_date,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle1_y,pds_p_mss_last,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle2_y,pds_p_mss_average,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,gynecological_hist_6,pds_p_mss_regular,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle4_y,pds_p_mss_bcontrol,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle5_y,pds_p_mss_premenstrual,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,menstrualcycle6_y,pds_p_mss_relation,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_7b_pv,pds_p_10,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pds_pv_boy_tanner for boys and pds_pv_girl_tanner for girls,pds_p_score,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyg_19,pubertal_p_fb,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyg_20,pubertal_p_fp,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,midihist_029a,mstrl_p1a,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,midihist_030a,mstrl_p1b,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,scq_24_a,mstrl_p1c,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,hypoage,mstrl_p1a_age,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,hyperage,mstrl_p1b_age,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,mhx016b,mstrl_p1c_age,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyb_17,pubertal_p_mp,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_PubertalDevelopment,ParentReport_HCPD_PubertalDevelopment.pds01_template.csv,ParentReport_HCPD_PubertalDevelopment.pds01,pds01,pubertyb_18,pubertal_p_mh,,,,,2846.FormRequests37.xlsx
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,src_subject_id,child_id,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56a,cbclpre1,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl1,cbclpre2,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_nt,cbclpre3,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_eye,cbclpre4,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl8,cbclpre5,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl10,cbclpre6,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_out,cbclpre7,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_wait,cbclpre8,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_chew,cbclpre9,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl11,cbclpre10,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_help,cbclpre11,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl49,cbclpre12,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl14,cbclpre13,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl15,cbclpre14,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_defiant,cbclpre15,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_dem,cbclpre16,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl20,cbclpre17,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl21,cbclpre18,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_diar,cbclpre19,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_disob,cbclpre20,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_dist,cbclpre21,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_alonsleep,cbclpre22,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_answer,cbclpre23,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl24,cbclpre24,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl24b_text,cbclpre24_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl25,cbclpre25,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_fun,cbclpre26,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl26,cbclpre27,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_home,cbclpre28,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_frust,cbclpre29,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl27,cbclpre30,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_eat,cbclpre31,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl31b_text,cbclpre31_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl29,cbclpre32,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl5_2_text,cbclpre32_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_feel,cbclpre33,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl36,cbclpre34,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl37,cbclpre35,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbclpre35_start,cbclpre35_start,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_every,cbclpre36,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_upset,cbclpre37,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_troubsleep,cbclpre38,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56b,cbclpre39,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_hit,cbclpre40,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_breath,cbclpre41,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_hurt,cbclpre42,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_unhap,cbclpre43,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_angry,cbclpre44,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56c,cbclpre45,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl46,cbclpre46,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl7_3_text,cbclpre46_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl45,cbclpre47,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl47,cbclpre48,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl53,cbclpre49,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl54,cbclpre50,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_panic,cbclpre51,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_bow,cbclpre52,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl57,cbclpre53,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl58,cbclpre54,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl10_1_text,cbclpre54_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl60,cbclpre55,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl62,cbclpre56,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56d,cbclpre57,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl57b_text,cbclpre57_des,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_punish,cbclpre58,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_shift,cbclpre59,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl56e,cbclpre60,,,,,
ParentReport_HCPD_ChildBehaviorChecklist (ages 1 - 5),CBCL_1-5.cbcl1_501_template.csv,CBCL_1-5.cbcl1_501,cbcl1_501,cbcl_reat,cbclpre61,,,,,
